,actmin,amp,alpha,beta,phi,IS,IV,RA
40767,0.4607323849569682,1.9999999999999998,-0.8818639541987023,21.274331132205386,15.655777454940898,0.331836315489058,0.4801894867176868,0.9560467935246483
40768,1.4666047606995711,1.4613807200161486,-0.4817211940564335,2.5470313263599342,15.863679929541172,0.2973848959535018,0.2378514015803167,0.9459023773133032
40769,1.6328899953529024,0.9207624636556515,-0.37286611485943666,7.050306060159984,13.343840834618671,0.2870166035810787,0.45201869839099934,0.9324609903996273
40773,0.9490497138969539,1.6709679912304796,-0.7183728564383722,12.967830231409309,15.08823133658806,0.27709326012499574,0.4696298864501936,0.9709669241091028
40775,0.7435463167804183,1.756227181309933,-0.9310458270285704,76.26253390081098,12.877377796382174,0.2541449563288805,0.5979361090325367,0.9619596932219667
40777,0.7064780989376318,1.7318883032953265,-0.6383765144200038,11.233990182276559,11.07989516390003,0.2526103708252427,0.4792967277875389,0.9714957006966993
40778,0.7986044261535685,1.7345135356616221,-0.776781670716517,6.523731229619758,13.931267033966517,0.2906901078647658,0.37712925713348483,0.9160763951128408
40779,0.5867161071858962,1.9999999999999716,-0.9552693540812408,4.130917151431058,16.842979602766672,0.36852250106709916,0.47771772330253826,0.9002656160230823
40782,1.010320779011331,1.610300466984431,-0.6347400385503669,63.06447830900752,16.04164336156368,0.35983816836364363,0.4573999139804014,0.9596238480959026
40784,1.2833055176898474,1.1372189422491197,-0.7332205729758623,409.0640373054901,13.57063933675692,0.2951499715501028,0.4881878392442013,0.9216825054597094
40788,1.6503548120015734,0.8448814136260097,-0.6907490719604901,415.9918221525634,14.12159848463222,0.2900438419872468,0.5189261586910141,0.8659000717836198
40796,0.7853644303687025,1.8241822070867817,-0.38460911726666214,63.567532661707844,13.243018338084479,0.31308046254503874,0.43854537960425266,0.9768205238034441
40803,1.0673528191171564,1.5007510160535809,-0.47661474966034845,234.4388644515522,14.698002882175528,0.2946392257354847,0.58304391442068,0.9563208022398989
40811,1.176958707444688,1.3681057062776074,-0.7661285026575778,85.4671050582084,16.683290214226044,0.1852928680981647,0.7259011514463237,0.8747457763547415
40825,1.5076952292640204,0.8763122686698208,-0.5508386166162215,449.9647486636287,15.852464644738616,0.21439107229276835,0.47249428399817894,0.8594349046548095
40855,0.9688282367468364,1.6116895528721957,-0.4413567890486377,278.7076297185004,15.357638568362043,0.2817648488237111,0.39395607673497557,0.9296665162035926
40859,1.7626598119665817,0.910937862303253,-0.5805804894288675,435.8629443161449,14.358227765613078,0.2606275404356947,0.7155272220820431,0.8813636810502499
40861,1.9999999999999998,0.5578008382499081,-0.612584928458126,10.99692823887879,11.843456996164765,0.21199340489406424,0.4420608881723673,0.7199805028159336
40876,0.6011267201227476,1.999999999999994,-0.8998203951312281,8.769209071267726,16.459194012705705,0.2592241296721927,0.4672802620759803,0.8853568246850559
40878,1.1548340192681414,1.4315085926513706,-0.8657622334858242,10.464622373995512,14.759843504099619,0.2540824109607375,0.6111183952207306,0.878300550978335
40891,1.5688965381254,0.828308424574769,-1.0004144928750367,11.82774912093479,1.946951421307402,0.1607059578365229,0.7381838720101257,0.6093272135115078
